DATE,BR_CHICKEN_PRICE
2012-06-01,2.69
2012-06-04,2.64
2012-06-05,2.68
2012-06-06,2.69
2012-06-08,2.75
2012-06-11,2.75
2012-06-12,2.71
2012-06-13,2.71
2012-06-14,2.81
2012-06-15,2.85
2012-06-18,2.84
2012-06-19,2.84
2012-06-20,2.82
2012-06-21,2.84
2012-06-22,2.8
2012-06-25,2.8
2012-06-26,2.8
2012-06-27,2.82
2012-06-28,2.74
2012-06-29,2.72
2012-07-02,2.72
2012-07-03,2.72
2012-07-04,2.75
2012-07-05,2.73
2012-07-06,2.75
2012-07-09,2.75
2012-07-10,2.74
2012-07-11,2.72
2012-07-12,2.77
2012-07-13,2.77
2012-07-16,2.74
2012-07-17,2.72
2012-07-18,2.7
2012-07-20,2.74
2012-07-23,2.74
2012-07-24,2.78
2012-07-25,2.8
2012-07-26,2.82
2012-07-27,2.85
2012-07-30,2.85
2012-07-31,2.84
2012-08-01,2.93
2012-08-02,2.93
2012-08-03,2.91
2012-08-06,2.93
2012-08-07,2.97
2012-08-08,3.05
2012-08-09,3.2
2012-08-10,3.23
2012-08-13,3.27
2012-08-14,3.36
2012-08-15,3.41
2012-08-16,3.43
2012-08-17,3.43
2012-08-20,3.43
2012-08-21,3.41
2012-08-22,3.37
2012-08-23,3.31
2012-08-24,3.31
2012-08-27,3.31
2012-08-28,3.33
2012-08-29,3.34
2012-08-30,3.3
2012-08-31,3.29
2012-09-03,3.26
2012-09-04,3.3
2012-09-05,3.31
2012-09-06,3.26
2012-09-10,3.28
2012-09-11,3.31
2012-09-12,3.36
2012-09-13,3.39
2012-09-14,3.39
2012-09-17,3.4
2012-09-18,3.4
2012-09-19,3.4
2012-09-20,3.4
2012-09-21,3.42
2012-09-24,3.38
2012-09-25,3.36
2012-09-26,3.26
2012-09-27,3.32
2012-09-28,3.29
2012-10-01,3.29
2012-10-02,3.29
2012-10-03,3.3
2012-10-04,3.38
2012-10-05,3.38
2012-10-08,3.33
2012-10-09,3.3
2012-10-10,3.31
2012-10-11,3.31
2012-10-15,3.36
2012-10-16,3.36
2012-10-17,3.35
2012-10-18,3.34
2012-10-19,3.32
2012-10-22,3.3
2012-10-23,3.3
2012-10-24,3.3
2012-10-25,3.3
2012-10-26,3.27
2012-10-29,3.27
2012-10-30,3.28
2012-10-31,3.28
2012-11-01,3.28
2012-11-05,3.27
2012-11-06,3.31
2012-11-07,3.35
2012-11-08,3.35
2012-11-09,3.36
2012-11-12,3.36
2012-11-13,3.43
2012-11-14,3.43
2012-11-16,3.52
2012-11-19,3.51
2012-11-20,3.55
2012-11-21,3.55
2012-11-22,3.57
2012-11-23,3.57
2012-11-26,3.6
2012-11-27,3.58
2012-11-28,3.65
2012-11-29,3.63
2012-11-30,3.65
2012-12-03,3.65
2012-12-04,3.69
2012-12-05,3.77
2012-12-06,3.83
2012-12-07,3.83
2012-12-10,3.83
2012-12-11,3.91
2012-12-12,3.92
2012-12-13,3.94
2012-12-14,3.94
2012-12-17,3.96
2012-12-18,3.97
2012-12-19,3.93
2012-12-20,3.93
2012-12-21,3.97
2012-12-26,3.98
2012-12-27,4.04
2012-12-28,3.86
2013-01-02,3.87
2013-01-03,3.92
2013-01-04,4.02
2013-01-07,4.02
2013-01-08,4.04
2013-01-09,4.04
2013-01-10,4.04
2013-01-11,4.03
2013-01-14,4.01
2013-01-15,3.94
2013-01-16,3.98
2013-01-17,3.93
2013-01-18,3.93
2013-01-21,3.93
2013-01-22,3.88
2013-01-23,3.86
2013-01-24,3.86
2013-01-25,3.9
2013-01-28,3.88
2013-01-29,3.86
2013-01-30,3.79
2013-01-31,3.79
2013-02-01,3.79
2013-02-04,3.79
2013-02-05,3.79
2013-02-06,3.8
2013-02-07,3.8
2013-02-08,3.8
2013-02-13,3.8
2013-02-14,3.82
2013-02-15,3.85
2013-02-18,3.86
2013-02-19,3.85
2013-02-20,3.82
2013-02-21,3.82
2013-02-22,3.83
2013-02-25,3.83
2013-02-26,3.84
2013-02-27,3.82
2013-02-28,3.85
2013-03-01,3.85
2013-03-04,3.85
2013-03-05,3.82
2013-03-06,3.82
2013-03-07,3.82
2013-03-08,3.8
2013-03-11,3.73
2013-03-12,3.81
2013-03-13,3.81
2013-03-14,3.84
2013-03-15,3.76
2013-03-18,3.83
2013-03-19,3.81
2013-03-20,3.68
2013-03-21,3.68
2013-03-22,3.58
2013-03-25,3.67
2013-03-26,3.65
2013-03-27,3.65
2013-03-28,3.56
2013-04-01,3.56
2013-04-02,3.59
2013-04-03,3.52
2013-04-04,3.58
2013-04-05,3.58
2013-04-08,3.58
2013-04-09,3.58
2013-04-10,3.4
2013-04-11,3.37
2013-04-12,3.57
2013-04-15,3.47
2013-04-16,3.49
2013-04-17,3.33
2013-04-18,3.32
2013-04-19,3.27
2013-04-22,3.32
2013-04-23,3.3
2013-04-24,3.18
2013-04-25,3.09
2013-04-26,3.09
2013-04-29,2.9
2013-04-30,2.9
2013-05-02,2.9
2013-05-03,2.9
2013-05-06,2.98
2013-05-07,2.96
2013-05-08,3.0
2013-05-09,3.01
2013-05-10,3.01
2013-05-13,3.01
2013-05-14,3.01
2013-05-15,2.99
2013-05-16,2.87
2013-05-17,2.82
2013-05-20,2.82
2013-05-21,2.77
2013-05-22,2.76
2013-05-23,2.69
2013-05-24,2.69
2013-05-27,2.69
2013-05-28,2.66
2013-05-29,2.65
2013-05-31,2.65
2013-06-03,2.65
2013-06-04,2.68
2013-06-05,2.71
2013-06-06,2.69
2013-06-07,2.73
2013-06-10,2.73
2013-06-11,2.75
2013-06-12,2.77
2013-06-13,2.75
2013-06-14,2.75
2013-06-17,2.75
2013-06-18,2.74
2013-06-19,2.74
2013-06-20,2.76
2013-06-24,2.9
2013-06-25,2.9
2013-06-26,2.91
2013-06-27,2.92
2013-06-28,2.94
2013-07-01,2.93
2013-07-02,2.94
2013-07-03,2.96
2013-07-04,2.99
2013-07-05,2.99
2013-07-08,3.0
2013-07-09,3.04
2013-07-10,3.04
2013-07-11,3.04
2013-07-12,3.04
2013-07-15,3.05
2013-07-16,3.05
2013-07-17,3.02
2013-07-18,2.97
2013-07-19,2.95
2013-07-22,2.93
2013-07-23,2.93
2013-07-24,2.88
2013-07-25,2.98
2013-07-26,2.98
2013-07-29,3.04
2013-07-30,3.01
2013-07-31,2.84
2013-08-01,2.84
2013-08-02,2.83
2013-08-05,2.84
2013-08-06,2.99
2013-08-07,3.07
2013-08-09,3.09
2013-08-12,3.06
2013-08-13,3.1
2013-08-14,3.1
2013-08-15,3.2
2013-08-16,3.24
2013-08-19,3.26
2013-08-20,3.28
2013-08-21,3.28
2013-08-22,3.29
2013-08-23,3.29
2013-08-26,3.19
2013-08-27,3.25
2013-08-28,3.31
2013-08-29,3.35
2013-08-30,3.35
2013-09-02,3.41
2013-09-03,3.48
2013-09-04,3.53
2013-09-05,3.69
2013-09-06,3.73
2013-09-09,3.77
2013-09-10,3.94
2013-09-11,4.07
2013-09-12,4.07
2013-09-13,4.15
2013-09-16,4.15
2013-09-17,4.13
2013-09-18,4.1
2013-09-19,4.1
2013-09-20,4.07
2013-09-23,3.96
2013-09-24,4.04
2013-09-25,4.17
2013-09-26,4.01
2013-09-27,4.0
2013-09-30,3.92
2013-10-01,3.95
2013-10-02,3.92
2013-10-03,3.88
2013-10-04,3.9
2013-10-07,3.9
2013-10-08,3.85
2013-10-09,3.89
2013-10-10,3.91
2013-10-11,3.9
2013-10-14,3.89
2013-10-15,3.91
2013-10-16,3.91
2013-10-17,3.9
2013-10-18,3.9
2013-10-21,3.72
2013-10-22,3.73
2013-10-23,3.73
2013-10-24,3.67
2013-10-25,3.67
2013-10-28,3.67
2013-10-29,3.48
2013-10-30,3.48
2013-10-31,3.48
2013-11-01,3.48
2013-11-04,3.48
2013-11-05,3.38
2013-11-06,3.26
2013-11-07,3.25
2013-11-08,3.25
2013-11-11,3.29
2013-11-12,3.37
2013-11-13,3.37
2013-11-14,3.4
2013-11-18,3.44
2013-11-19,3.44
2013-11-20,3.54
2013-11-21,3.54
2013-11-22,3.54
2013-11-25,3.54
2013-11-26,3.55
2013-11-27,3.58
2013-11-28,3.63
2013-11-29,3.63
2013-12-02,3.63
2013-12-03,3.69
2013-12-04,3.69
2013-12-05,3.66
2013-12-06,3.67
2013-12-09,3.69
2013-12-10,3.66
2013-12-11,3.59
2013-12-12,3.64
2013-12-13,3.64
2013-12-16,3.64
2013-12-17,3.64
2013-12-18,3.63
2013-12-19,3.61
2013-12-20,3.61
2013-12-23,3.58
2013-12-26,3.54
2013-12-27,3.54
2013-12-30,3.58
2014-01-02,3.6
2014-01-03,3.6
2014-01-06,3.72
2014-01-07,3.72
2014-01-08,3.74
2014-01-09,3.74
2014-01-10,3.74
2014-01-13,3.69
2014-01-14,3.58
2014-01-15,3.53
2014-01-16,3.52
2014-01-17,3.47
2014-01-20,3.46
2014-01-21,3.4
2014-01-22,3.4
2014-01-23,3.34
2014-01-24,3.31
2014-01-27,3.27
2014-01-28,3.19
2014-01-29,3.11
2014-01-30,3.1
2014-01-31,3.07
2014-02-03,3.06
2014-02-04,3.06
2014-02-05,3.07
2014-02-06,3.08
2014-02-07,3.14
2014-02-10,3.11
2014-02-11,3.13
2014-02-12,2.99
2014-02-13,2.99
2014-02-14,3.0
2014-02-17,2.99
2014-02-18,2.96
2014-02-19,3.04
2014-02-20,3.09
2014-02-21,3.09
2014-02-24,3.09
2014-02-25,3.16
2014-02-26,3.2
2014-02-27,3.27
2014-02-28,3.31
2014-03-05,3.35
2014-03-06,3.39
2014-03-07,3.35
2014-03-10,3.33
2014-03-11,3.43
2014-03-12,3.44
2014-03-13,3.46
2014-03-14,3.46
2014-03-17,3.47
2014-03-18,3.46
2014-03-19,3.45
2014-03-20,3.47
2014-03-21,3.47
2014-03-24,3.44
2014-03-25,3.46
2014-03-26,3.46
2014-03-27,3.46
2014-03-28,3.43
2014-03-31,3.43
2014-04-01,3.43
2014-04-02,3.35
2014-04-03,3.35
2014-04-04,3.35
2014-04-07,3.35
2014-04-08,3.36
2014-04-09,3.36
2014-04-10,3.33
2014-04-11,3.3
2014-04-14,3.3
2014-04-15,3.26
2014-04-16,3.26
2014-04-17,3.24
2014-04-22,3.24
2014-04-23,3.28
2014-04-24,3.25
2014-04-25,3.26
2014-04-28,3.26
2014-04-29,3.26
2014-04-30,3.26
2014-05-02,3.25
2014-05-05,3.24
2014-05-06,3.28
2014-05-07,3.3
2014-05-08,3.32
2014-05-09,3.41
2014-05-12,3.27
2014-05-13,3.32
2014-05-14,3.26
2014-05-15,3.29
2014-05-16,3.29
2014-05-19,3.23
2014-05-20,3.18
2014-05-21,3.16
2014-05-22,3.19
2014-05-23,3.14
2014-05-26,3.14
2014-05-27,3.11
2014-05-28,3.09
2014-05-29,3.05
2014-05-30,3.05
2014-06-02,3.04
2014-06-03,3.04
2014-06-04,3.04
2014-06-05,3.05
2014-06-06,3.09
2014-06-09,3.1
2014-06-10,3.2
2014-06-11,3.18
2014-06-12,3.18
2014-06-13,3.18
2014-06-16,3.18
2014-06-17,3.19
2014-06-18,3.25
2014-06-20,3.26
2014-06-23,3.22
2014-06-24,3.23
2014-06-25,3.27
2014-06-26,3.26
2014-06-27,3.26
2014-06-30,3.27
2014-07-01,3.22
2014-07-02,3.22
2014-07-03,3.22
2014-07-04,3.18
2014-07-07,3.12
2014-07-08,3.21
2014-07-09,3.22
2014-07-10,3.22
2014-07-11,3.25
2014-07-14,3.23
2014-07-15,3.23
2014-07-16,3.08
2014-07-17,3.15
2014-07-18,3.07
