state_fips_code,county_code,agg_level_desc,class_desc,Value,zip_5,country_code,county_ansi,group_desc,state_name,util_practice_desc,reference_period_desc,short_desc,year,end_code,congr_district_code,asd_desc,watershed_code,freq_desc,country_name,watershed_desc,state_ansi,load_time,week_ending,commodity_desc,asd_code,unit_desc,statisticcat_desc,CV (%),county_name,domaincat_desc,region_desc,sector_desc,begin_code,domain_desc,source_desc,prodn_practice_desc,state_alpha,location_desc,Year,Placements,Date,YoY_Growth,YoY_Growth_Rolling_Avg
99,,NATIONAL,BROILERS,"175,913,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #25,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2014,25,,,0,WEEKLY,UNITED STATES,,,2016-04-12 15:08:57.000,2014-06-21,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,25,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,175913000.0,2025-01-01,,
99,,NATIONAL,BROILERS,"174,494,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #36,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2014,36,,,0,WEEKLY,UNITED STATES,,,2016-04-12 15:08:57.000,2014-09-06,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,36,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,174494000.0,2025-01-01,-9.344347464671653,
99,,NATIONAL,BROILERS,"173,706,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #38,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2014,38,,,0,WEEKLY,UNITED STATES,,,2016-04-12 15:08:57.000,2014-09-20,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,38,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,173706000.0,2025-01-01,-0.7649461567025617,
99,,NATIONAL,BROILERS,"171,281,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #39,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2014,39,,,0,WEEKLY,UNITED STATES,,,2016-04-12 15:08:57.000,2014-09-27,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,39,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,171281000.0,2025-01-01,-1.3540130851456,
99,,NATIONAL,BROILERS,"170,130,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #40,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2014,40,,,0,WEEKLY,UNITED STATES,,,2017-04-04 15:35:04.000,2014-10-04,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,40,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,170130000.0,2025-01-01,-2.6721815092590973,
99,,NATIONAL,BROILERS,"168,394,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #41,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2014,41,,,0,WEEKLY,UNITED STATES,,,2017-04-04 15:35:04.000,2014-10-11,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,41,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,168394000.0,2025-01-01,-3.116046257407512,
99,,NATIONAL,BROILERS,"171,581,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #42,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2014,42,,,0,WEEKLY,UNITED STATES,,,2017-04-04 15:35:04.000,2014-10-18,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,42,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,171581000.0,2025-01-01,-1.2267431150409847,
99,,NATIONAL,BROILERS,"165,240,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #43,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2014,43,,,0,WEEKLY,UNITED STATES,,,2017-04-04 15:35:04.000,2014-10-25,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,43,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,165240000.0,2025-01-01,-5.917988544359288,
99,,NATIONAL,BROILERS,"169,537,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #44,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2014,44,,,0,WEEKLY,UNITED STATES,,,2017-04-04 15:35:04.000,2014-11-01,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,44,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,169537000.0,2025-01-01,-3.58944321548601,
99,,NATIONAL,BROILERS,"165,974,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #45,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2014,45,,,0,WEEKLY,UNITED STATES,,,2017-04-04 15:35:04.000,2014-11-08,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,45,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,165974000.0,2025-01-01,-5.092634949679775,
99,,NATIONAL,BROILERS,"168,442,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #46,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2014,46,,,0,WEEKLY,UNITED STATES,,,2017-04-04 15:35:04.000,2014-11-15,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,46,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,168442000.0,2025-01-01,-3.540730136005732,
99,,NATIONAL,BROILERS,"165,916,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #47,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2014,47,,,0,WEEKLY,UNITED STATES,,,2017-04-04 15:35:04.000,2014-11-22,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,47,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,165916000.0,2025-01-01,-4.833029333149785,
99,,NATIONAL,BROILERS,"175,419,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #37,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2014,37,,,0,WEEKLY,UNITED STATES,,,2016-04-12 15:08:57.000,2014-09-13,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,37,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,175419000.0,2025-01-01,-0.28082063292650394,-3.4777436999862084
99,,NATIONAL,BROILERS,"174,907,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #24,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2014,24,,,0,WEEKLY,UNITED STATES,,,2016-04-12 15:08:57.000,2014-06-14,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,24,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,174907000.0,2025-01-01,0.2366843559090892,-2.6793243816044794
99,,NATIONAL,BROILERS,"174,420,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #23,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2014,23,,,0,WEEKLY,UNITED STATES,,,2016-04-12 15:08:57.000,2014-06-07,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,23,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,174420000.0,2025-01-01,0.41103934233706063,-2.581325590017845
99,,NATIONAL,BROILERS,"172,469,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #22,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2014,22,,,0,WEEKLY,UNITED STATES,,,2016-04-12 15:08:57.000,2014-05-31,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,22,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,172469000.0,2025-01-01,0.693597071479024,-2.410691410299126
99,,NATIONAL,BROILERS,"176,571,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #52,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2015,52,,,0,WEEKLY,UNITED STATES,,,2018-04-10 15:00:02.000,2016-01-02,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,52,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2015,176571000.0,2025-01-01,3.7859284076882327,-1.8725155838868484
99,,NATIONAL,BROILERS,"9,134,788,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,YEAR,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2014,0,,,0,ANNUAL,UNITED STATES,,,2016-04-12 15:08:57.000,,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,0,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,9134788000.0,2025-01-01,5324.6517096808675,442.10813074430274
99,,NATIONAL,BROILERS,"172,043,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #01,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2014,1,,,0,WEEKLY,UNITED STATES,,,2016-04-12 15:08:57.000,2014-01-04,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,1,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,172043000.0,2025-01-01,0.26926058246541373,442.2327977190949
99,,NATIONAL,BROILERS,"171,495,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #02,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2014,2,,,0,WEEKLY,UNITED STATES,,,2016-04-12 15:08:57.000,2014-01-11,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,2,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,171495000.0,2025-01-01,3.7854030501089264,443.0414136853006
99,,NATIONAL,BROILERS,"171,619,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #03,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2014,3,,,0,WEEKLY,UNITED STATES,,,2016-04-12 15:08:57.000,2014-01-18,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,3,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,171619000.0,2025-01-01,1.2280505140470854,443.442871496095
99,,NATIONAL,BROILERS,"169,569,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #04,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2014,4,,,0,WEEKLY,UNITED STATES,,,2016-04-12 15:08:57.000,2014-01-25,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,4,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,169569000.0,2025-01-01,2.166001903912651,444.04775790056107
99,,NATIONAL,BROILERS,"170,840,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #05,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2014,5,,,0,WEEKLY,UNITED STATES,,,2016-04-12 15:08:57.000,2014-02-01,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,5,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,170840000.0,2025-01-01,1.4236354353427183,444.4614550315068
99,,NATIONAL,BROILERS,"169,786,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #06,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2014,6,,,0,WEEKLY,UNITED STATES,,,2016-04-12 15:08:57.000,2014-02-08,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,6,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,169786000.0,2025-01-01,2.332505605246027,445.05858294303977
99,,NATIONAL,BROILERS,"170,966,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #07,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2014,7,,,0,WEEKLY,UNITED STATES,,,2016-04-12 15:08:57.000,2014-02-15,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,7,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,170966000.0,2025-01-01,-2.5384935497295036,444.8704435333062
99,,NATIONAL,BROILERS,"170,097,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #08,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2014,8,,,0,WEEKLY,UNITED STATES,,,2016-04-12 15:08:57.000,2014-02-22,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,8,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,170097000.0,2025-01-01,-2.7500328746133618,444.6215504307626
99,,NATIONAL,BROILERS,"169,072,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #09,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2014,9,,,0,WEEKLY,UNITED STATES,,,2016-04-12 15:08:57.000,2014-03-01,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,9,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,169072000.0,2025-01-01,-3.0661621373695658,444.3317836407871
99,,NATIONAL,BROILERS,"169,954,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #10,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2014,10,,,0,WEEKLY,UNITED STATES,,,2016-04-12 15:08:57.000,2014-03-08,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,10,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,169954000.0,2025-01-01,-1.4582330737697768,444.15246446201644
99,,NATIONAL,BROILERS,"170,152,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #11,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2014,11,,,0,WEEKLY,UNITED STATES,,,2016-04-12 15:08:57.000,2014-03-15,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,11,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,170152000.0,2025-01-01,-3.6353648107560144,443.53402336047935
99,,NATIONAL,BROILERS,"171,611,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #12,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2014,12,,,0,WEEKLY,UNITED STATES,,,2016-04-12 15:08:57.000,2014-03-22,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,12,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,171611000.0,2025-01-01,-98.1213466585103,-8.363731334468808
99,,NATIONAL,BROILERS,"172,220,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #13,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2014,13,,,0,WEEKLY,UNITED STATES,,,2016-04-12 15:08:57.000,2014-03-29,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,13,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,172220000.0,2025-01-01,0.10288125643007628,-8.377596278305086
99,,NATIONAL,BROILERS,"171,942,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #14,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2014,14,,,0,WEEKLY,UNITED STATES,,,2016-04-12 15:08:57.000,2014-04-05,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,14,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,171942000.0,2025-01-01,0.26064899851308,-8.671325782604741
99,,NATIONAL,BROILERS,"169,978,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #15,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2014,15,,,0,WEEKLY,UNITED STATES,,,2016-04-12 15:08:57.000,2014-04-12,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,15,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,169978000.0,2025-01-01,-0.956187834680311,-8.85334564499869
99,,NATIONAL,BROILERS,"170,870,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #16,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2014,16,,,0,WEEKLY,UNITED STATES,,,2016-04-12 15:08:57.000,2014-04-19,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,16,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,170870000.0,2025-01-01,0.7672392949182871,-8.96990919574822
99,,NATIONAL,BROILERS,"173,088,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #17,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2014,17,,,0,WEEKLY,UNITED STATES,,,2016-04-12 15:08:57.000,2014-04-26,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,17,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,173088000.0,2025-01-01,1.315851088737996,-8.978891224631946
99,,NATIONAL,BROILERS,"173,436,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #18,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2014,18,,,0,WEEKLY,UNITED STATES,,,2016-04-12 15:08:57.000,2014-05-03,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,18,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,173436000.0,2025-01-01,2.1497649982919587,-8.994119608544786
99,,NATIONAL,BROILERS,"174,680,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #19,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2014,19,,,0,WEEKLY,UNITED STATES,,,2016-04-12 15:08:57.000,2014-05-10,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,19,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,174680000.0,2025-01-01,2.172361756138641,-8.601548333055774
99,,NATIONAL,BROILERS,"172,917,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #20,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2014,20,,,0,WEEKLY,UNITED STATES,,,2016-04-12 15:08:57.000,2014-05-17,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,20,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,172917000.0,2025-01-01,1.657877563978194,-8.234222463173145
99,,NATIONAL,BROILERS,"173,669,000",,9000,,POULTRY,US TOTAL,ALL UTILIZATION PRACTICES,WEEK #21,"CHICKENS, BROILERS - PLACEMENTS, MEASURED IN HEAD",2014,21,,,0,WEEKLY,UNITED STATES,,,2016-04-12 15:08:57.000,2014-05-24,CHICKENS,,HEAD,PLACEMENTS,,,NOT SPECIFIED,,ANIMALS & PRODUCTS,21,TOTAL,SURVEY,ALL PRODUCTION PRACTICES,US,US TOTAL,2014,173669000.0,2025-01-01,2.7189599697170497,-7.752128954249261
