Year,Quarter,Real_Calf_Price,Real_Cattle_Price,Calf_Cattle_Ratio,Cattle_Slaughter_Heads,Female_Calves_Slaughter_Heads,Male_Calves_Slaughter_Heads,Cows_Slaughter_heads,Total_Slaughter_Heads,Adult_Slaughter_Heads,Calves_Slaughter_Heads,Percentage_of_Females_Slaughtered,Percentage_of_Calves_Slaughtered,Cycle_Indicator,Retention_Indicator
2007,2,91.08580407125494,152.2656274411402,0.5982193258520921,3743164.0,499442.0,612154.0,2879677.0,7734437.0,6622841.0,1111596.0,0.4348099252269532,0.14372035094474234,0.2601117003430665,0.33810762550902557
2007,3,97.62045258040216,167.43092498768394,0.5833127515196551,4212794.0,417036.0,617566.0,2370435.0,7617831.0,6583229.0,1034602.0,0.36007178240343757,0.13581319932143415,0.2100344621383357,0.3732782893813194
2007,4,101.90807972989346,186.24096634670778,0.5490435371218343,4106104.0,371792.0,643924.0,2260331.0,7382151.0,6366435.0,1015716.0,0.35503873046689394,0.13759079162699328,0.194931720390789,0.3541118167310453
2008,1,105.9714076891709,196.36702387266124,0.5396434363801695,3419655.0,467264.0,522262.0,2837361.0,7246542.0,6257016.0,989526.0,0.45346871416023227,0.13655147517257196,0.24471141520032458,0.29493202117984496
2008,2,129.14195408098405,212.9771104103754,0.6052930861204165,3865712.0,467912.0,579627.0,2700413.0,7613664.0,6566125.0,1047539.0,0.4112643301795199,0.13758671252106738,0.24893545562560757,0.35635763049480895
2008,3,150.38848504995087,230.29989093790746,0.6531195645385307,4060970.0,381930.0,609254.0,2088610.0,7140764.0,6149580.0,991184.0,0.3396345766702767,0.13880643583795796,0.22182198681711934,0.4312975777214114
2008,4,139.8997532759996,217.68998394060748,0.6427970880263326,3795283.0,338206.0,629077.0,1922777.0,6685343.0,5718060.0,967283.0,0.3362638727120737,0.1446871162781027,0.21614943818777835,0.4266476498385543
2009,1,125.66776377619537,200.00711033983055,0.6290153988641096,3308886.0,395681.0,474375.0,2308640.0,6487582.0,5617526.0,870056.0,0.4109709505572382,0.13411098310587827,0.2585070563863235,0.37050834247778613
2009,2,124.44532835948348,195.3212754827073,0.6371294672271874,3670717.0,462872.0,490767.0,2273830.0,6898186.0,5944547.0,953639.0,0.3825068588069032,0.13824489510720644,0.24370639116238726,0.3934230760648002
2009,3,116.85639730217281,190.67875834120113,0.6130296566367712,4069539.0,471355.0,629774.0,2030600.0,7201268.0,6100139.0,1101129.0,0.33287766065658503,0.15290765459638497,0.20406387801435796,0.40896577862241323
2009,4,114.67420716439453,180.70140768188762,0.6347771624523416,4324188.0,401986.0,599373.0,2142945.0,7468492.0,6467133.0,1001359.0,0.33135935197250466,0.13407780312277232,0.21033934919715322,0.42443781325518837
2010,1,116.45511475069016,181.81030402143313,0.6405240203124793,3803915.0,457982.0,514036.0,2303284.0,7079217.0,6107199.0,972018.0,0.3771424510647189,0.13730586306366932,0.24156879898647624,0.3989552213260031
2010,2,129.82378909767294,189.65840196731165,0.6846310838311555,4241874.0,484794.0,586325.0,2278182.0,7591175.0,6520056.0,1071119.0,0.34941141609826665,0.14110055426202137,0.23921791650633514,0.44541316732482034
2010,3,124.88764759650941,205.45373231958283,0.6084447495004048,4319698.0,435070.0,614698.0,2029146.0,7398612.0,6348844.0,1049768.0,0.31960873507051046,0.14188715396887958,0.194464256748118,0.4139804927522868
2010,4,134.64679308823972,241.01371148902982,0.5594747086063897,3994794.0,419680.0,614243.0,2160500.0,7189217.0,6155294.0,1033923.0,0.35099866878820085,0.1438158008027856,0.19637487794150937,0.36309983066488033
2011,1,130.32637805929525,231.30275486992866,0.5634491962813267,3572159.0,493869.0,441319.0,2589040.0,7096387.0,6161199.0,935188.0,0.4202169090788984,0.13178368090691783,0.23677087968432867,0.3266783165969981
2011,2,131.95765772804572,218.97180689132816,0.6027769908083188,3581534.0,518865.0,435315.0,2527168.0,7062882.0,6108702.0,954180.0,0.4136996697498094,0.13509782550522578,0.24936864203018538,0.35340834877813343
2011,3,126.8382641164074,215.1213372596205,0.5897384975601764,3997953.0,448297.0,543160.0,2288076.0,7277486.0,6286029.0,991457.0,0.3639938663980074,0.136236194751869,0.21466119589068045,0.37507730166949593
2011,4,124.40534796539434,218.20590463363976,0.570104325678564,4054135.0,436405.0,595968.0,2276835.0,7363343.0,6330970.0,1032373.0,0.35963446359720547,0.14020438814272268,0.20502916335985688,0.365075162318707
2012,1,117.01204386678988,202.74388044606187,0.5771131496264089,3589752.0,533415.0,346567.0,2750268.0,7220002.0,6340020.0,879982.0,0.43379484607304075,0.12188112967281726,0.2503487099089158,0.32676443971749314
2012,2,113.63688404415034,194.36830256799223,0.5847698346217284,3882960.0,655216.0,387728.0,2732343.0,7658247.0,6615303.0,1042944.0,0.4130336887063223,0.13618573545616902,0.24152964183799852,0.34324019278372986
2012,3,109.94604373488723,189.74871490957614,0.5797785690884378,4323096.0,610575.0,483802.0,2635452.0,8052925.0,6958548.0,1094377.0,0.37873590869819396,0.13589807430219455,0.21958296320744813,0.3601956058809897
2012,4,111.75982224568446,194.4188938002034,0.5748168872025942,4315644.0,639027.0,735328.0,2497567.0,8187566.0,6813211.0,1374355.0,0.3665770809094273,0.16785879955044025,0.21071469656817052,0.3641021906344237
2013,1,112.18065914453611,193.11158443053918,0.5808992172901989,3929004.0,786861.0,376268.0,3035675.0,8127808.0,6964679.0,1163129.0,0.43586718066977675,0.1431048814145216,0.25319490409355905,0.3277043131966399
2013,2,117.94550483041787,192.42896860706193,0.6131193302198811,4245495.0,868928.0,408194.0,3014132.0,8536749.0,7259627.0,1277122.0,0.4151910284095863,0.14960285232703924,0.2545616452517892,0.35855768496809187
2013,3,121.92060412640804,200.23518302299007,0.6090067458323989,4798081.0,743948.0,574680.0,2742616.0,8859325.0,7540697.0,1318628.0,0.36370855373183675,0.1488406848151524,0.2215009627396341,0.3875057830927648
2013,4,127.55743862123997,209.562287359042,0.6086609660127867,4994132.0,676634.0,619719.0,2597703.0,8888188.0,7591835.0,1296353.0,0.3421706346357633,0.14585121286813466,0.208265909018612,0.4003950569941747
2014,1,134.973949595117,221.66084842925287,0.6090603726309128,3993691.0,863763.0,447977.0,3067441.0,8372872.0,7061132.0,1311740.0,0.43441207443792296,0.156665478703126,0.2645831799325292,0.3444771926983836
2014,2,146.83470563499796,224.23437154979453,0.6549191087335763,4317627.0,882370.0,438998.0,2899909.0,8538904.0,7217536.0,1321368.0,0.401786565387412,0.15474679185993892,0.26313769930464864,0.39178140942892764
2014,3,144.92308078620388,224.3627931325251,0.6461990974401473,4627826.0,719751.0,561864.0,2561439.0,8470880.0,7189265.0,1281615.0,0.3562866301353476,0.15129655950739473,0.2302320988234532,0.4159669986166941
2014,4,168.39643194053528,250.26495898532752,0.6726639534901762,4780410.0,678093.0,565254.0,2501305.0,8525062.0,7281715.0,1243347.0,0.34350492981392433,0.1458460947263492,0.2310633841319998,0.4416005693581763
2015,1,175.9156933660678,249.18191124352006,0.7060501460685011,3967926.0,738649.0,363654.0,2669421.0,7739650.0,6637347.0,1102303.0,0.40218192600145813,0.14242284857842408,0.28396060759944064,0.42208953846906055
2015,2,179.4854744374477,249.0298367353075,0.7206526298374923,4063150.0,728617.0,370781.0,2470490.0,7633038.0,6533640.0,1099398.0,0.3781184760715313,0.14403151143751675,0.27249207417109395,0.4481605556663984
2015,3,164.07140181317834,235.78876347782088,0.6958478825727253,4325232.0,597977.0,497702.0,2164544.0,7585455.0,6489776.0,1095679.0,0.33353138844853814,0.1444447300788153,0.2320871104234564,0.4637607721492689
2015,4,163.73774706556532,239.0661447183354,0.6850263235299371,4571111.0,535527.0,560052.0,2026969.0,7693659.0,6598080.0,1095579.0,0.3072058841359911,0.14240025454728367,0.2104441173764418,0.47458220615349533
2016,1,168.82521270807118,240.63889552712942,0.7014945987622282,3893668.0,615981.0,454638.0,2355450.0,7319737.0,6249118.0,1070619.0,0.37692519168305033,0.14626468136765022,0.26441098610307734,0.4370836126591509
2016,2,150.94422893277962,240.98916759920155,0.6262399094175274,4164778.0,728722.0,371384.0,2389478.0,7654362.0,6554256.0,1100106.0,0.3645689152208885,0.14372275573065396,0.22830760444437545,0.39793230497315196
2016,3,141.49088784536238,231.6553995206068,0.6111207937296772,4280487.0,582736.0,358134.0,2100239.0,7321596.0,6380726.0,940870.0,0.3291536104198801,0.12850613445483744,0.2011526156587861,0.40996817807089114
2016,4,141.1443580962971,227.1647932943645,0.6212694458485366,4334389.0,613028.0,385288.0,2073648.0,7406353.0,6408037.0,998316.0,0.323601127771266,0.13479184694545346,0.2010434933264159,0.42022595252212064
2017,1,130.8794578687189,218.13371201547727,0.5996251935336486,3755566.0,763004.0,306041.0,2573509.0,7398120.0,6329075.0,1069045.0,0.40661692269407457,0.14450225192346164,0.2438177509644911,0.35580744256915753
2017,2,118.99884297722689,199.45746577925038,0.5966004338573803,3928179.0,716238.0,328658.0,2450331.0,7423406.0,6378510.0,1044896.0,0.38415413631083123,0.14075695172808816,0.22918652439114912,0.3674139094662312
2017,3,120.91753917489648,198.78704220552456,0.6084369957995018,4535953.0,650882.0,403537.0,2396049.0,7986421.0,6932002.0,1054419.0,0.3456503619012228,0.13202647343534732,0.21030646779219056,0.39813052800731125
2017,4,130.3234533954257,209.39345216633185,0.6224818605492266,4647858.0,634546.0,451535.0,2324777.0,8058716.0,6972635.0,1086081.0,0.33341441219854473,0.13477097344043393,0.2075444236392769,0.4149374369099497
2018,1,129.16515908973986,212.06281317090304,0.6091635704896691,3790460.0,842746.0,351176.0,2788623.0,7773005.0,6579083.0,1193922.0,0.42386195766188084,0.1535985117724741,0.25820126352405226,0.3509623069656168
2018,2,126.15709939653753,203.0247777355714,0.6214056043586584,3987161.0,871888.0,335421.0,2573407.0,7767877.0,6560568.0,1207309.0,0.392253689009854,0.1554232900443712,0.2437486406810816,0.37765696367757684
2018,3,130.2044320373201,206.78172447650354,0.6296011900019635,4678163.0,824549.0,413631.0,2400531.0,8316874.0,7078694.0,1238180.0,0.33912060614570994,0.14887564726843283,0.21351073718352614,0.4160904528184373
2018,4,137.31782668314895,209.6045217744406,0.6551334087705979,4734265.0,719645.0,413925.0,2317097.0,8184932.0,7051362.0,1133570.0,0.32860275787854887,0.13849473642542173,0.21527864490039317,0.4398547638702047
2019,1,131.55245121697502,212.66199846211873,0.6186617166731152,3893871.0,990814.0,343110.0,2699548.0,7927343.0,6593419.0,1333924.0,0.4094306762546108,0.16826873770946962,0.253299085030312,0.3653626316428032
2019,2,128.60836269189787,211.97990356396872,0.6068661669209713,4096062.0,990042.0,338944.0,2513823.0,7938871.0,6609885.0,1328986.0,0.3803126680721374,0.16740239260721076,0.2307988911044257,0.37606727581654564
2019,3,140.07939457116163,214.02593551592554,0.6542548043792724,4892194.0,871808.0,437242.0,2297485.0,8498729.0,7189679.0,1309050.0,0.319553209538284,0.15402891420587714,0.20906922259523864,0.4451855817840337
2019,4,165.1828597341331,262.46252679022587,0.6319771906142098,4768561.0,779151.0,446799.0,2086396.0,8080907.0,6854957.0,1225950.0,0.3043631054140821,0.15170945538662925,0.1923505402862082,0.4396266503280016
2020,1,186.34493185086163,265.47841754949826,0.701649614266551,3881463.0,885949.0,324062.0,2245256.0,7336730.0,6126719.0,1210011.0,0.3664695573601466,0.16492510968783095,0.25713322356218055,0.44451639070437043
2020,2,185.36500327152112,275.5154378789188,0.6727730061035823,4127744.0,870454.0,343375.0,2062004.0,7403577.0,6189748.0,1213829.0,0.33313214043608885,0.1639516952413678,0.22412231155090823,0.44865069455267403
2020,3,209.7042339950949,312.58363560481814,0.6715879689552131,4738166.0,772770.0,389529.0,1873315.0,7773780.0,6611481.0,1162299.0,0.28334271852252163,0.14951529371811398,0.19028956085078894,0.48129840810442415
2020,4,251.20901519796598,356.7179163813641,0.704820044050617,4710857.0,607446.0,466027.0,1588619.0,7372949.0,6299476.0,1073473.0,0.2521827212295118,0.1455961515534693,0.17774343668578899,0.5270766073648281
2021,1,274.0774803194099,384.3208675706839,0.7126810976315269,3895159.0,650994.0,274110.0,1777060.0,6597323.0,5672219.0,925104.0,0.31329185280046484,0.1402241484917443,0.22327718153285003,0.4894039160986768
2021,2,281.9046096095585,395.32820531666016,0.7131536960564316,4267946.0,733505.0,257849.0,1867195.0,7126495.0,6135141.0,991354.0,0.3043442685343336,0.13910821518853236,0.21704423997885117,0.4961094560775805
2021,3,263.6754243770849,382.2017547064845,0.690691460286693,4429445.0,659193.0,282972.0,1647934.0,7019544.0,6077379.0,942165.0,0.27115866889328444,0.13422025704233778,0.18728697698729851,0.5034044832993945
2021,4,249.7922481580057,351.1605827726276,0.7143291911242121,4497501.0,553156.0,458257.0,1452577.0,6961491.0,5950078.0,1011413.0,0.2441273879098728,0.14528683582295804,0.17438731953692618,0.5399418715872859
2022,1,234.0760084845913,394.67956135716605,0.5930487668303951,3939275.0,764922.0,303375.0,2003659.0,7011231.0,5942934.0,1068297.0,0.33714979839924186,0.1523693913379833,0.1999462721777867,0.3931024946526084
2022,2,208.9688612305138,365.3632967977621,0.5718026644199522,4155671.0,827256.0,320219.0,2125669.0,7428815.0,6281340.0,1147475.0,0.3384101163127613,0.15446272386645785,0.19350380617430285,0.37829885824564935
2022,3,201.37165651514036,353.68425792569104,0.5698511880736156,4777910.0,804152.0,381733.0,1999332.0,7963127.0,6777242.0,1185885.0,0.2950067298762535,0.1489220252295361,0.16810993550969522,0.4017412525639203
2022,4,200.0822805464204,325.3405050982974,0.6151832605494364,4499645.0,732100.0,379333.0,1933333.0,7544411.0,6432978.0,1111433.0,0.3005346823819388,0.14731872375457805,0.18488390581591038,0.43029935473352604
2023,1,189.1494296339739,313.9401775575008,0.6025915047544027,3712012.0,891033.0,402367.0,2461109.0,7466521.0,6173121.0,1293400.0,0.39868147732727094,0.17322659375095845,0.24024207134034847,0.36234943341405423
2023,2,177.1877416698442,288.00491688986205,0.6152264653501919,4373132.0,1149600.0,373863.0,2581568.0,8478163.0,6954700.0,1523463.0,0.37119760737343094,0.17969258198975416,0.22837059193080425,0.38685587341938765
2023,3,162.80878233524672,245.69570443990003,0.6647473856179805,5049792.0,1085332.0,418387.0,2444409.0,8997920.0,7494201.0,1503719.0,0.32617339727076977,0.16711851183384605,0.21682291309387916,0.4479244725241014
2023,4,164.64695508489842,256.94815992308634,0.6410511640286739,5148909.0,1050675.0,421423.0,2538195.0,9159202.0,7687104.0,1472098.0,0.33018871606264205,0.16072339053118384,0.21166786078108998,0.42938330324758395
2024,1,158.89385035818535,252.83673534408365,0.6285629623597512,4631596.0,1334996.0,377026.0,3008545.0,9352163.0,7640141.0,1712022.0,0.39378134513486074,0.18306160831456852,0.24751636881997566,0.3810465935397755
2024,2,155.11584973434603,235.32494396389814,0.6591757932295275,5106564.0,1448207.0,355105.0,3074655.0,9984531.0,8181219.0,1803312.0,0.37581868912200006,0.18061058651628203,0.24773058251247557,0.41144521071705187
2024,3,152.87279320102334,247.7466818821338,0.6174552805428409,5731277.0,1320552.0,419672.0,2904958.0,10376459.0,8636235.0,1740224.0,0.33636856801603937,0.16770884942541575,0.20769254853013727,0.4097627320127037
2024,4,199.0409747627617,326.3087629191128,0.6093141454238612,5325215.0,1181658.0,425783.0,2629080.0,9561736.0,7954295.0,1607441.0,0.3305233210485656,0.16811183659536302,0.20139253490736325,0.4079216105164979
